Causa de muerte	Sexo	Edad	Comunidades y Ciudades Autónomas	Periodo	Total
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2015	53
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2014	47
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2013	52
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2012	48
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2011	51
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2010	39
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2009	59
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2008	52
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2007	62
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2006	41
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2005	56
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2004	59
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2003	53
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2002	56
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2001	44
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	2000	46
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1999	40
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1998	49
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1997	46
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1996	47
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1995	41
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1994	40
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1993	54
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1992	49
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1991	29
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1990	43
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1989	37
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1988	29
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1987	41
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1986	44
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1985	23
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1984	17
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1983	21
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1982	24
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1981	26
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	15 Navarra, Comunidad Foral de	1980	26
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2022	174
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2021	147
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2020	179
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2019	137
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2018	163
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2017	182
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2016	179
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2015	168
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2014	186
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2013	181
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2012	180
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2011	172
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2010	126
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2009	167
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2008	171
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2007	179
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2006	148
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2005	170
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2004	171
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2003	162
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2002	188
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2001	153
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	2000	169
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1999	166
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1998	178
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1997	193
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1996	178
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1995	122
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1994	145
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1993	174
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1992	137
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1991	137
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1990	156
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1989	122
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1988	123
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1987	139
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1986	90
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1985	70
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1984	93
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1983	82
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1982	56
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1981	61
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	16 País Vasco	1980	56
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2022	30
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2021	24
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2020	29
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2019	29
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2018	21
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2017	25
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2016	28
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2015	25
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2014	31
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2013	24
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2012	30
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2011	23
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2010	17
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2009	27
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2008	28
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2007	19
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2006	28
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2005	27
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2004	27
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2003	28
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2002	34
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2001	33
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	2000	18
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1999	33
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1998	33
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1997	29
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1996	29
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1995	21
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1994	17
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1993	27
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1992	29
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1991	36
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1990	34
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1989	22
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1988	29
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1987	25
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1986	26
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1985	32
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1984	14
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1983	17
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1982	18
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1981	10
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	17 Rioja, La	1980	18
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2022	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2021	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2020	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2019	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2018	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2017	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2016	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2015	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2014	6
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2013	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2012	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2011	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2010	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2009	8
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2008	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2007	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2006	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2005	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2004	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2003	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2002	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2001	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	2000	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1999	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1998	6
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1997	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1996	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1995	5
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1994	6
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1993	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1992	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1991	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1990	7
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1989	11
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1988	6
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1987	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1986	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1985	7
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1984	7
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1983	6
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1982	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1981	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	18 Ceuta	1980	5
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2022	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2021	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2020	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2019	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2018	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2017	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2016	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2015	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2014	5
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2013	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2012	6
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2011	5
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2010	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2009	5
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2008	7
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2007	6
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2006	0
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2005	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2004	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2003	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2002	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2001	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	2000	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1999	0
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1998	6
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1997	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1996	7
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1995	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1994	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1993	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1992	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1991	1
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1990	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1989	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1988	0
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1987	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1986	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1985	6
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1984	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1983	2
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1982	4
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1981	3
098  Suicidio y lesiones autoinfligidas	Total	Todas las edades	19 Melilla	1980	0
